resblock_id,lon_earth,lat_earth
5011000000893,121.4343109,31.21450233
5012970751701222,121.554451,31.23054504
5012970751701223,121.5548706,31.23022079
5012970751701224,121.5547714,31.23065948
5012970751701225,121.5548553,31.23069954
5012970751701226,121.5550156,31.23027039
5012970751701227,121.5549011,31.23073959
5012970751701228,121.55513,31.23031998
5012970751701229,121.5550003,31.23077965
5012970751701230,121.5552444,31.23036003
5012970751701231,121.555191,31.23085022
5012970751701232,121.5554047,31.23096085
5012970751701233,121.5575256,31.23134422
5012970751701234,121.5576019,31.23135376
5012970751701235,121.5576859,31.2313652
5012970751701236,121.5580215,31.23138428
5012970751701237,121.5581284,31.23139572
5012970751701238,121.5581818,31.23137474
5018245875435958,121.5583191,31.23135376
5012970751701239,121.5583572,31.23132515
5012970751701240,121.5583115,31.23146439
5012970751701241,121.5584335,31.23144531
5012970751701242,121.5585327,31.23142624
5012970751701243,121.558609,31.23140526
5020022109648809,121.5589676,31.2312336
5012970751701244,121.5589142,31.23133659
5012970751701245,121.5591507,31.23129654
5012970751701246,121.5592117,31.231287
5012970751701247,121.5593185,31.23126602
5012970751701248,121.5593109,31.23108673
5012970751701249,121.5595016,31.23122787
5012970751701252,121.5598297,31.2311573
5012970751701253,121.5404053,31.22661781
5012970569248916,121.3427811,31.1582756
5011063570431,121.3503647,31.15899849
5012970569248918,121.3365631,31.15583992
5012970569248914,121.3490219,31.15608978
5012970569248915,121.3430023,31.14673424
5020033710639279,121.3487015,31.1556778
5011000013164,121.4231415,31.1860714
5011102207012,121.3634567,31.12865257
5011102206981,121.373909,31.11361694
5011000020032,121.2905731,31.13703537
5011000010965,121.4705353,31.24627686
5012970569248920,121.4682999,31.24630356
5012970569248921,121.4690628,31.24648094
5012970569248922,121.4782639,31.24780464
5012970569248923,121.4778671,31.2471714
5012970569248925,121.4772415,31.24742126
5012970569248927,121.4773331,31.24785042
5012970569248928,121.4765778,31.24773598
5012970569248929,121.4764862,31.24594688
5012970569248930,121.4758682,31.24684525
5012970569248937,121.4747925,31.24759674
5012970569248938,121.4746246,31.24756432
5012970569248939,121.4682999,31.24630356
5012970569248943,121.473053,31.2471981
5012970569248944,121.472168,31.24706459
5012970569248945,121.4720535,31.24704361
5012970569248946,121.4781799,31.24804497
5011000017164,121.4773026,31.24749374
5020028423747907,121.3586578,31.13610077
5011063202155,121.361908,31.13086319
5012970569248948,121.3588333,31.13711357
5012970569248949,121.3588333,31.13711357
5012970569248950,121.3587646,31.13726234
5020031640992089,121.3574982,31.13967514
5012970569248951,121.3574142,31.13980484
5012970569248952,121.3668289,31.12241364
5012970569248955,121.3564377,31.13893509
5012970569248957,121.3539276,31.14378548
5020022408493888,121.3538971,31.1440239
5013218501897696,121.3579712,31.14572906
5012970569248958,121.3544006,31.1445179
5012970569248959,121.352272,31.14433861
5012970569248960,121.3514481,31.14731407
5012970569248961,121.3512268,31.14756966
5012970569248962,121.3510971,31.1477108
5012970569248963,121.3508453,31.1479702
5012970569248964,121.3499298,31.14907646
5012970569248965,121.352623,31.14700127
5012970569248966,121.3524017,31.14725685
5012970569248971,121.3463516,31.15296364
5012970569248972,121.3462372,31.15315628
5012970569248973,121.3461456,31.1532135
5020025801915145,121.3430176,31.15744972
5012970569248974,121.3457031,31.15372467
5012970569248975,121.3455734,31.15384483
5016437705453135,121.3460999,31.15446854
5012970569248976,121.347908,31.15311241
5012970569248977,121.3448334,31.15504646
5012970569248978,121.3447342,31.15523529
5016045345638489,121.3467941,31.15333557
5012970569248979,121.3668289,31.12241364
5012970569248981,121.3668289,31.12241364
5012970569248982,121.3431931,31.15796852
5012970569248983,121.3446274,31.15812302
5012970569248984,121.3420258,31.15935707
5012970569248986,121.3399734,31.16108894
5012970569248988,121.3668289,31.12241364
5012970569248989,121.3378601,31.1662159
5020025164269087,121.3387985,31.16496468
5012970569248990,121.3382187,31.16726494
5012970569248992,121.3381577,31.16615295
5012970569248995,121.3668289,31.12241364
5012970569248996,121.3689194,31.12174988
5012970569248997,121.3656693,31.12158775
5012970569248999,121.3675461,31.12269211
5011102206908,121.3665314,31.12231064
5012970569249000,121.3737946,31.11281776
5013944794131971,121.4722748,31.24734879
5011000013574,121.3506851,31.16917992
5011000016910,121.419632,31.22737122
5020023570805130,121.4336853,31.25609589
5011000005428,121.4371643,31.25694275
5011000019606,121.2524109,31.12810707
5011000014814,121.4314804,31.40096283
5011000006188,121.4768829,31.30417252
5011000003987,121.4782257,31.30444908
5011000004018,121.6809845,31.19921684
5011000003952,121.4853058,31.34467506
5011000018863,121.4410248,31.04026794
5011000000778,121.4410706,31.04025841
5011000013902,121.4776154,31.21372414
5011000005135,121.1789246,31.20274734
5011000011984,121.533493,31.29741859
5020022058234139,121.3448105,31.15506554
5011000013955,121.3466187,31.15057373
5020030973806717,121.343895,31.15442085
5011000014319,121.3450928,31.15288353
5011000002068,121.3471375,31.15243721
5011000014858,121.3449249,31.15447235
5020030973806718,121.346962,31.15160179
5011102207261,121.3465118,31.15075874
509821540057821,121.3447952,31.15467644
5011000016119,121.426918,31.25822258
5011000012056,121.4257813,31.24921036
5011000003026,121.4150848,31.22632027
5011000016606,121.4148636,31.22655487
5011000012407,121.3251343,31.23011971
5011000001681,121.3297806,31.22885513
5011102206150,121.3153915,30.73939896
5020026596211263,121.8136444,30.96946144
5011000002000,121.2510147,31.36582375
5011102208984,121.6059341,31.29535294
5016389506370020,121.6828842,31.24139214
5010429816385067,121.3220825,31.28613853
5011000001766,121.3351898,31.09498405
5011000014902,121.3114243,31.06382942
5011102205985,121.1535187,30.9004879
5016389495337610,121.3937378,31.62509537
5016389501104004,121.3937378,31.62509537
5016389506370015,121.3957672,31.62484932
5011000001425,121.4689255,31.30273247
5011000000197,121.1536789,30.89877319
5012970736497489,121.4759216,31.303339
5012970736497490,121.4759216,31.303339
5012970736497491,121.4759216,31.303339
5012970736497492,121.4759216,31.303339
5012970736497493,121.4759216,31.303339
5012970736497494,121.4759216,31.303339
5012970736497495,121.4759216,31.303339
5012970736497496,121.4759216,31.303339
5012970736497497,121.4759216,31.303339
5012970736497498,121.4759216,31.303339
5012970736497499,121.4759216,31.303339
5012970736497500,121.4759216,31.303339
5012970736497501,121.4759216,31.303339
5012970736497502,121.4759216,31.303339
5012970736497503,121.4759216,31.303339
5012970736497504,121.4759216,31.303339
5012970736497505,121.4759216,31.303339
5012970736497506,121.4759216,31.303339
5012970736497507,121.4759216,31.303339
5012970736497508,121.4759216,31.303339
5012970736497509,121.4759216,31.303339
5012970736497510,121.4759216,31.303339
5012970736497511,121.4759216,31.303339
5012970736497512,121.607811,31.29806709
5012970736497513,121.4759216,31.303339
5012970736497514,121.4759216,31.303339
5012970736497515,121.4759216,31.303339
5012970736497516,121.4759216,31.303339
5016389371080679,121.1695099,30.89881516
5012970736497517,121.4759216,31.303339
5012970736497518,121.4759216,31.303339
5016389506369709,121.1689377,30.89870644
5016389501103220,121.1689377,30.89870644
5016389495337698,121.1426239,30.89904213
5012970736497519,121.4759216,31.303339
5012970736497520,121.4759216,31.303339
5012970736497521,121.4759216,31.303339
5017607322536133,121.6099472,31.29828644
5012970736497522,121.4759216,31.303339
5012970736497523,121.4759216,31.303339
5012970736497524,121.4759216,31.303339
509977363956047,121.4759216,31.303339
5016635435715299,121.167923,30.89893532
5014280100163826,121.167038,30.89924431
5012269851521275,121.6107483,31.29823875
5012970736497525,121.4759216,31.303339
5016635417605051,121.1669464,30.89884377
5016635417605024,121.4778671,31.30381966
509977363956068,121.4759216,31.303339
5016389506369676,121.1698074,30.90047455
509977363956176,121.4759216,31.303339
5016389495337696,121.1666107,30.89887428
5011000019416,121.1726303,30.89933586
5016389495337157,121.1682968,30.89917183
509977363956065,121.4759216,31.303339
5011000008407,121.1729507,30.89928436
5012970736497526,121.4759216,31.303339
5012970736497527,121.4759216,31.303339
509821540319447,121.4759216,31.303339
5016389495337369,121.6052246,31.29778862
5012970736497528,121.4759216,31.303339
5012970736497529,121.4759216,31.303339
5012970736497530,121.4759216,31.303339
5011000007506,121.6096649,31.29943085
5016389495337953,121.1426239,30.89904213
5016389506369829,121.1426239,30.89904213
5016389545929957,121.1426239,30.89904213
5011000000554,121.4597549,31.30273819
5011000000220,121.6043091,31.29782295
5012970736497531,121.4808121,31.30429459
509821540319458,121.4813232,31.30401611
5016389543047602,121.1575775,30.89766502
5012970736497532,121.4807968,31.30405426
5013514022858605,121.4796906,31.30447388
5012970736497533,121.4798203,31.30431175
5011000006694,121.479805,31.30402565
5015033184825926,121.4795761,31.30401993
5016389543047743,121.4795914,31.30396461
5010365452168689,121.4794464,31.30391121
5016389495337045,121.470993,31.30253029
5016389558274218,121.4792404,31.30384445
5010340905267864,121.4784698,31.30384636
5011000000568,121.4789886,31.30375862
509821540057456,121.4788666,31.30366898
5011102209875,121.4787216,31.30365372
5011000003021,121.478653,31.30384636
5016389495337671,121.1676025,30.89916039
508730707504549,121.4795456,31.30311394
5012242853311116,121.4785156,31.30356979
5012970736497534,121.4773407,31.30320549
5012970736497535,121.4765778,31.30329323
5012970736497536,121.4762955,31.30305099
5020026741122062,121.4763794,31.30287933
5012970736497537,121.4759827,31.30280113
509821540058033,121.4758606,31.30258179
5012970736497538,121.4733276,31.30276299
5014648357432971,121.4677887,31.30293083
5016389545929994,121.4686966,31.3029995
5016389543047700,121.470993,31.30253029
5020020451448821,121.4686356,31.30293846
5011102209810,121.4680634,31.3029213
5011000000585,121.4679489,31.30288315
5013173807657025,121.4681931,31.3030262
5012224524725910,121.4684296,31.30282021
5011000007360,121.4681244,31.30307198
5011000015713,121.4669189,31.21629906
5011000013713,121.4158783,31.20708084
509977363955935,121.6659851,31.19434357
5011000003618,121.5080185,31.16500854
5011000009823,121.1015167,31.15855598
5011102206091,121.3226852,30.73330498
5011000005326,121.1064682,31.16116714
5012970736497657,121.4774857,31.30249596
5012970736497658,121.4775314,31.30241585
5011000018990,121.1042557,31.15671539
5011000010775,121.4738083,31.30017853
5011000012682,121.4687881,31.30538177
5011000015861,121.4568863,31.2840023
5011000012475,121.4641418,31.30284882
5020032308231535,121.5073853,31.21054649
509821540319259,121.4701614,31.30913162
5011000004631,121.4235229,31.40795708
5011000004310,121.5258026,31.28612518
5011000003634,121.4332733,31.2303524
5011000014525,121.2177277,30.79045105
5011000005749,121.4330521,31.23034668
5011000018214,121.3670883,31.23933792
5011000002437,121.5324478,31.26551056
5011000009073,121.3435745,31.15974426
5011000015602,121.4388199,31.21970749
5011000009590,121.3526917,31.14437485
5020021105836742,121.4552994,31.15760231
5011930405712190,121.427002,31.22918892
5011000012235,121.3924484,31.15092468
5011000011329,121.3930664,31.14582634
5011000003860,121.3872375,31.14801025
5011000010841,121.3881073,31.14635849
5011000005399,121.387001,31.14974403
5011000013869,121.3907318,31.15185165
5011000010264,121.3905945,31.14877319
5011000017814,121.5178223,31.24315643
5011000015009,121.532814,31.2043457
5012970736497659,121.380249,31.18083572
5012970736497660,121.3910294,31.1443634
5011000002823,121.5328293,31.20361519
5011102209387,121.4394608,31.28759956
5011000011018,121.5213776,31.264534
5011000014936,121.3822098,31.26961327
5011000001269,121.335144,30.7534771
5011000019962,121.8094635,30.96283722
5011000002267,121.1646881,30.88178253
5011000011751,121.8119049,30.9705658
5011102207246,121.5121613,31.15880394
5011000002148,121.4801483,31.11268997
5011063202163,121.3303986,31.15341377
5011102206648,121.17659,31.04187584
5011000009636,121.5124359,31.15843582
5011102207264,121.5125351,31.15960693
5011000010181,121.3385468,31.16064835
5011000017605,121.3968048,31.10757637
5011000005038,121.3973389,31.10640144
5011000019910,121.3759232,31.02716446
5011000017818,121.273613,31.20340919
5011000002744,121.3324127,31.1611042
5011000017381,121.4234161,31.17117119
5020033616262968,121.3322601,31.43648148
5011000017696,121.4372864,31.38694
5011102210103,121.4401321,31.38377762
5011000001987,121.3833313,31.0284214
5011000018313,121.3385468,31.16064835
5011000014673,121.3302307,31.15745926
5013985645627963,121.2492828,31.17920303
5011102208704,121.1719818,31.27107048
5011000001091,121.1831818,31.20625305
5011102207640,121.1845245,31.20289612
5011000010207,121.183342,31.2036705
5011000011379,121.1789856,31.20337105
5011000004200,121.3890991,31.19594193
5011000016300,121.538887,31.13443565
5011000014091,121.525383,31.16189384
5011000005174,121.4811096,31.10656166
5011000019957,121.4811096,31.10656166
5011102207681,121.3076324,31.20435524
5011102207647,121.3085251,31.20524979
5020031697611183,121.1893997,31.15684319
5011000012484,121.1894073,31.15684319
5011000019025,121.2268753,31.12875557
5011000013701,121.3358383,31.1555481
5011000010974,121.3326569,31.15899467
5011000000147,121.2382584,31.0634079
5011000004013,121.5634918,31.16002083
5011102207320,121.5616684,31.16116714
5011000009225,121.6506042,31.02652931
5011000012213,121.4230118,31.09723091
5011000011782,121.3614426,31.39797592
5011000014874,121.3581619,31.3957634
5011000004510,121.3361969,31.07881737
5011000015281,121.3347702,31.0819149
5011000003426,121.3315811,31.15789032
5011000004278,121.663681,31.2718792
5011000005031,121.1789856,31.20337105
5011000018405,121.1866913,31.01612854
5011000017804,121.2825089,31.21234131
5011000019510,121.6045837,31.18107605
5011000003430,121.4799805,31.10918236
5011000001921,121.5320435,31.24654388
5011062964620,121.467453,31.25927162
5011000014748,121.3299866,31.15668678
5011000014861,121.6609039,31.27087212
5010752740307163,121.9191437,30.91609001
5011000013762,121.4787674,31.16324997
5011000001261,121.1850967,31.01682663
5011000014516,121.5018768,31.17383194
5011000014957,121.5681305,31.16326332
5011000012418,121.5230865,31.16393089
5011000003469,121.524147,31.16318893
5011000013367,121.5139694,31.14616585
5011000002786,121.2160263,31.38587189
5011000010441,121.1937561,31.16227531
5011000004270,121.193924,31.16231155
5011000017318,121.4634476,31.04297829
5011000005053,121.3336105,31.15829659
5011000014238,121.3356476,31.15670967
5011000003038,121.1726685,31.28524208
5011102209253,121.1707306,31.28644371
5011000015953,121.4270477,31.22771835
5011000017969,121.4181824,31.22896194
5012970736497539,121.4215393,31.23140717
5012970736497540,121.4210205,31.23125267
5012970736497541,121.4208603,31.23120689
5011000005198,121.4203339,31.23085976
5011000000289,121.4203339,31.23085976
5011000006238,121.4203186,31.23085213
5011000005839,121.4202423,31.2308197
5011000004649,121.4380646,31.2270546
5012970736497543,121.4378433,31.22696304
5016483824184990,121.4378281,31.22692299
5012970736497544,121.4376831,31.22701263
5012970736497545,121.4376831,31.22701263
5012970736497546,121.4392471,31.22616577
5012970736497547,121.437645,31.22701263
5012970736497548,121.4375992,31.22702217
5011000007626,121.4188766,31.2294178
5012970736497549,121.4181824,31.22875595
5012970736497550,121.418129,31.22869873
5012970736497551,121.4179077,31.22841835
5012970736497552,121.4178696,31.22835159
509821540057363,121.4374619,31.22670174
5011000006798,121.4177551,31.22821617
5012970736497553,121.4375,31.22704315
5012970736497554,121.4374542,31.22706223
5012970736497555,121.437355,31.2270813
5011000002793,121.4171906,31.2274437
5012970736497556,121.4371643,31.22713089
5011000011099,121.437439,31.22673607
509977363955786,121.416687,31.22719574
5016635237248772,121.4167252,31.2271595
5011000006143,121.4168167,31.22612381
5012970736497557,121.4155273,31.22639084
5012970736497558,121.4152603,31.2263546
5012970736497559,121.4151764,31.22634697
5011000007212,121.4151382,31.22628212
5011000006607,121.4156723,31.2261734
5011000007635,121.4154968,31.22616196
5011000003088,121.4153671,31.2261219
509977363955815,121.4152298,31.2260952
5011000007843,121.4156647,31.22611237
5011102207970,121.4155884,31.22610283
5012970736497560,121.4149704,31.22604561
5012970736497561,121.414566,31.22616196
5012970736497562,121.4144745,31.22598457
5011000016997,121.4120026,31.22727966
5012970736497563,121.4366074,31.22693062
5011000005673,121.4365387,31.22697449
5012970736497564,121.4364853,31.22698975
5012970736497565,121.4396286,31.22599602
5011000004662,121.4085846,31.2244072
5012970736497566,121.4057236,31.22380447
5012970736497567,121.4360352,31.22735977
5017568812511773,121.4341125,31.22791672
5011000010563,121.4352798,31.22768784
5011000011455,121.4362335,31.22763824
5012970736497569,121.4359741,31.22747993
5012970736497570,121.4359283,31.22748947
5012970736497571,121.4358902,31.22749901
5012970736497572,121.4018402,31.2227993
5012970736497573,121.4015732,31.22249413
5012970736497575,121.4015121,31.22173882
5011000005560,121.4013214,31.22230721
5011000005971,121.4013519,31.22161865
5011000010500,121.4351196,31.22758484
5011000007023,121.4009323,31.22158051
5012970736497576,121.4010925,31.22143936
5011000007041,121.4008408,31.22135353
5011000007444,121.4009476,31.22127533
5011000008598,121.4011154,31.22111893
5011000007980,121.4011154,31.22110367
5010751479394630,121.4011002,31.22099686
5011000007199,121.401062,31.22088432
5011000003062,121.4010239,31.22070694
5011000010364,121.4350204,31.22766113
5011000007797,121.4015579,31.22241974
5012970736497577,121.4011993,31.22022057
5012970736497578,121.4345474,31.227808
5012970736497579,121.4346237,31.22759819
5012970736497580,121.4343872,31.22793007
5012970736497581,121.4348221,31.22716904
5012970736497582,121.4348145,31.22715759
509821540057818,121.434639,31.22710419
5013921612499684,121.434494,31.22725677
5015576302366815,121.4339142,31.22712517
5011000009512,121.4340744,31.22712517
5011000006704,121.4337997,31.22722054
5011000006279,121.4217453,31.23194695
5011000003755,121.43367,31.22725105
509821540057713,121.4325027,31.22737312
5011000001550,121.4322968,31.22723007
5011000011307,121.4322586,31.22719765
5012970736497585,121.4320908,31.22717476
5012970736497586,121.4319916,31.22714424
5012970736497587,121.4318542,31.22710419
5011000008105,121.4318085,31.22708511
5012970736497588,121.431839,31.22679329
5011000005741,121.4314728,31.22699165
5012970736497590,121.4316635,31.2267437
5011000005711,121.4313126,31.22696495
5011000005624,121.4311981,31.22707367
5012970736497595,121.4309998,31.22699165
5012970736497596,121.4309158,31.22702217
5012970736497597,121.4308624,31.22703552
5012970736497598,121.4306412,31.22719193
5011000005955,121.4392548,31.22622871
5011000007961,121.439003,31.22590065
5011000008828,121.4303284,31.22755051
5012970736497599,121.4302216,31.22788429
5012970736497600,121.4298172,31.22751808
5012970736497601,121.4399796,31.22560692
5011000009742,121.4297562,31.22756577
5012970736497602,121.4297256,31.2275753
5012970736497603,121.4294739,31.227808
5012970736497604,121.4296036,31.22792053
5012970736497605,121.4295273,31.22796059
5012970736497606,121.4393692,31.22615623
5020037358897532,121.429039,31.227911
5012970736497607,121.4286728,31.22813797
5012970736497609,121.4284668,31.2282486
5012970736497610,121.4285355,31.22847939
5011000002551,121.4285278,31.22848701
5012970736497611,121.4281235,31.22836494
5020020776542948,121.4281769,31.22869682
5012970736497612,121.4279099,31.22848511
5012970736497613,121.4280548,31.22870827
5012970736497614,121.4280243,31.22872734
5011000006918,121.4275513,31.22856331
5012970736497615,121.4279404,31.22875786
5018202303170965,121.4275055,31.22872734
5012970736497616,121.4395065,31.22560692
5020030105108328,121.4274521,31.22899437
5011000003527,121.4273987,31.22902107
5011000018433,121.4269485,31.22924805
5011000005731,121.4269867,31.22928238
5011000010081,121.4266205,31.22940636
5012970736497620,121.4265594,31.22943497
5020020424190603,121.4264603,31.2294445
5020020424190790,121.4269028,31.22746658
5015957802126929,121.4251785,31.22999191
5012970736497622,121.4394836,31.22606468
5012970736497623,121.4388962,31.22645569
5012970736497624,121.4257813,31.22993469
5012970736497626,121.4252472,31.23024368
5012970736497627,121.4244766,31.2287941
5012970736497628,121.4247971,31.22895432
5012970736497630,121.4251556,31.22793961
5012970736497631,121.4253235,31.22748947
5012970736497632,121.4253235,31.22748947
5012970736497633,121.4252853,31.22788429
5012970736497634,121.4252853,31.22788429
5012970736497635,121.4245682,31.22924232
5011000005757,121.4204712,31.23100853
5011000016867,121.4326019,31.28697968
5011000003011,121.4339905,31.28842163
5020021507542675,121.4368134,31.29236221
5012970736497640,121.443985,31.27233315
5020021507545429,121.4367752,31.29248428
5012970736497641,121.4443436,31.27254486
5012970736497642,121.4443054,31.27256966
5012970736497643,121.4432526,31.27291679
5012970736497644,121.4442749,31.27259445
5012970736497645,121.4442444,31.27263451
5012970736497646,121.4442139,31.27265739
5012970736497647,121.4450226,31.27109718
5012970736497648,121.4449768,31.27115631
5012970736497649,121.442421,31.27321053
5012970736497650,121.4424133,31.27321625
5012970736497651,121.4424133,31.27322006
5020025611074417,121.4427795,31.27341461
5016389506370483,121.4349976,31.28999519
5012970736497652,121.4404373,31.27447701
5020027474334803,121.4446564,31.27167702
5011000003478,121.4448013,31.27243233
509977363955743,121.4446945,31.27257538
5012970736497655,121.4376678,31.28996468
5012970736497656,121.4438934,31.2725544
5011000017515,121.4363022,31.29110336
5020022443094909,121.4381943,31.14113998
5011000007623,121.4998779,31.21798325
5011000003763,121.406105,31.16412163
5011000012225,121.4079742,31.16481972
5011000012567,121.4751282,31.24801254
5011000003756,121.5096359,31.30314827
5011000011372,121.3193359,31.23767471
5011063203738,121.5658035,31.1164341
5011000013460,121.3195953,31.24107933
5011000009071,121.4434433,31.32508469
5011000003935,121.5091629,31.30203247
5011000001075,121.2373276,31.06075096
5011000018309,121.548584,31.20297813
5011000013159,121.4003754,31.20640373
5011000010467,121.4031296,31.23485565
5011000014414,121.4016342,31.27272797
5011000014592,121.3924942,31.27038002
5012970736497661,121.3753586,31.25657463
5011000007890,121.3672943,31.23868179
5012970736497662,121.3713226,31.24785233
5012970751700993,121.3713303,31.24799347
5011000001324,121.5202484,31.28164482
5011000004651,121.413765,31.04490662
5011000002935,121.4115524,31.04455376
5011000014432,121.4175262,31.04628563
5011000000478,121.6689606,31.19446754
5011102206791,121.7992401,30.93109894
5012970538840389,121.8020782,30.97576714
5014851860369140,121.8045883,30.97543907
5014851659828059,121.8034744,30.97596931
5020021005136942,121.8039703,30.97509193
5012970538840390,121.8035812,30.97566986
5020027196357873,121.8035507,30.97543526
5011000017294,121.4381638,31.22811508
5011000016099,121.4465179,31.24039078
5011000015688,121.4808731,31.29406929
5011000014701,121.3565292,31.15786552
5011000013760,121.3461227,31.16834831
5011000014394,121.3207932,31.12926865
5011102208410,121.3648148,31.25835609
5011000004383,121.1076431,31.15174484
5020024123654982,121.1081085,31.15184593
5012970538840400,121.1072922,31.15172386
509977363955845,121.7551498,31.04802322
509821540319508,121.7550507,31.04792404
5010320849154797,121.7548904,31.04903984
5011000001640,121.7550278,31.05093193
5016389506370002,121.7548447,31.04832458
5011000016357,121.4562225,31.25389481
5011000001913,121.4554977,31.2539711
